Date;Station;X;Y;Z
2022-01-02;NSK1;436463.00054511806;3547037.883849892;5265322.605433454
2022-01-02;CJMT;413701.4781527004;3549759.8332474185;5265342.844535566
2022-01-02;ZWEC;433082.0227128971;3566373.7095791325;5252584.878863364
2022-01-02;WKKC;422482.53856581304;3525968.9793640627;5280470.725494062
2022-01-02;QIYB;444581.40668768284;3528543.4318618225;5277002.547470931
2022-01-09;NSK1;436462.9987603917;3547037.882945442;5265322.604053189
2022-01-09;CJMT;413701.4773992838;3549759.8333742786;5265342.8441866115
2022-01-09;ZWEC;433082.0211437065;3566373.7088902188;5252584.877698636
2022-01-09;WKKC;422482.5369874296;3525968.978665956;5280470.72432014
2022-01-09;QIYB;444581.4044968796;3528543.430551296;5277002.545684589
2022-01-16;NSK1;436462.9985494987;3547037.8835980245;5265322.604340637
2022-01-16;CJMT;413701.47545890906;3549759.832297379;5265342.842744578
2022-01-16;ZWEC;433082.02147999493;3566373.7100899825;5252584.878533266
2022-01-16;WKKC;422482.53626649315;3525968.9788084948;5280470.724097544
2022-01-16;QIYB;444581.40472847637;3528543.431646368;5277002.546414527
2022-01-23;NSK1;436462.999242824;3547037.8851255383;5265322.605620276
2022-01-23;CJMT;413701.4741930962;3549759.831865755;5265342.842065078
2022-01-23;ZWEC;433082.0213724065;3566373.7108165827;5252584.8790119905
2022-01-23;WKKC;422482.5314578589;3525968.974834049;5280470.719875224
2022-01-23;QIYB;444581.3984879602;3528543.4262400405;5277002.540760324
2022-01-30;NSK1;436462.99496661534;3547037.8816453037;5265322.602012498
2022-01-30;CJMT;413701.47393568343;3549759.8324043164;5265342.842476097
2022-01-30;ZWEC;433082.0183752326;3566373.708615383;5252584.876683247
2022-01-30;WKKC;422482.52582167275;3525968.969993837;5280470.714907469
2022-01-30;QIYB;444581.3952201521;3528543.4237682065;5277002.538160947
2022-02-06;NSK1;436462.99240188906;3547037.8798334515;5265322.600192946
2022-02-06;CJMT;413701.4724490306;3549759.8316705376;5265342.841734618
2022-02-06;ZWEC;433082.01680559956;3566373.707798624;5252584.875858788
2022-02-06;WKKC;422482.53265536384;3525968.9775804025;5280470.722486334
2022-02-06;QIYB;444581.4014571005;3528543.430758029;5277002.54514307
2022-02-13;NSK1;436462.9919869693;3547037.880127675;5265322.600595377
2022-02-13;CJMT;413701.46996137954;3549759.8298920295;5265342.840064318
2022-02-13;ZWEC;433082.0187608191;3566373.7104629865;5252584.878631359
2022-02-13;WKKC;422482.5296797813;3525968.9753139624;5280470.720328102
2022-02-13;QIYB;444581.39607140544;3528543.4260814767;5277002.540574726
2022-02-20;NSK1;436462.99090255535;3547037.8797122464;5265322.600396926
2022-02-20;CJMT;413701.4702490611;3549759.8308486966;5265342.841237961
2022-02-20;ZWEC;433082.0143414429;3566373.706712596;5252584.875097945
2022-02-20;WKKC;422482.5261772054;3525968.9724803725;5280470.717711489
2022-02-20;QIYB;444581.3980171284;3528543.428696186;5277002.543406411
2022-02-27;NSK1;436462.9888348991;3547037.878280872;5265322.599281346
2022-02-27;CJMT;413701.46619233454;3549759.827428252;5265342.838133312
2022-02-27;ZWEC;433082.0163147128;3566373.709322148;5252584.878023292
2022-02-27;WKKC;422482.5284059709;3525968.9753454197;5280470.720892332
2022-02-27;QIYB;444581.3934026615;3528543.4247180005;5277002.539744021
2022-03-06;NSK1;436462.9901761873;3547037.880236503;5265322.60163933
2022-03-06;CJMT;413701.46554140106;3549759.8273916612;5265342.838499075
2022-03-06;ZWEC;433082.0116711075;3566373.705292885;5252584.874396383
2022-03-06;WKKC;422482.52509195876;3525968.9726457503;5280470.718595015
