Date;Station;X;Y;Z
2022-01-02;NSK1;436462.9997233692;3547037.883028143;5265322.604611705
2022-01-02;SHIB;415449.6245606781;3556400.9871987836;5260732.099715994
2022-01-02;WQEC;420755.6613748259;3531806.735225358;5276770.273489702
2022-01-02;FDYA;435995.83862414607;3564670.95785763;5253500.482520162
2022-01-02;ZCSV;441661.44213648763;3524582.626586088;5279841.910091238
2022-01-02;BILA;456197.5012495748;3564629.2056551594;5251822.8906504335
2022-01-02;MFPF;439581.907291577;3581121.819071081;5242107.390275177
2022-01-02;GTES;413119.1735767713;3581469.589986222;5243984.638648281
2022-01-02;FBQG;468685.22490662645;3580188.993653637;5240248.966322371
2022-01-02;ZAXI;420134.5628265494;3513286.3020312944;5289055.830069035
2022-01-02;UJEZ;455545.03621876595;3538075.6259114835;5269715.457664764
2022-01-02;XAVO;436623.48363579396;3500983.9434948443;5295834.150824118
2022-01-02;MHAS;461325.9379030779;3511664.2383679925;5286702.583584359
2022-01-02;UWHL;426577.3951107383;3594183.507311036;5234262.2320443485
2022-01-02;ZCQU;402646.67185944854;3522685.580423852;5284206.282881165
2022-01-09;NSK1;436462.9961655761;3547037.8803506265;5265322.6014583735
2022-01-09;SHIB;415449.6198894039;3556400.983407786;5260732.095449181
2022-01-09;WQEC;420755.6588605737;3531806.7335913824;5276770.271379911
2022-01-09;FDYA;435995.8371174826;3564670.957231243;5253500.4814179605
2022-01-09;ZCSV;441661.44435054663;3524582.6296804235;5279841.912709759
2022-01-09;BILA;456197.5014832561;3564629.206769117;5251822.891288577
2022-01-09;MFPF;439581.90933841106;3581121.8219981915;5242107.392726473
2022-01-09;GTES;413119.1764252292;3581469.5937149567;5243984.6419012
2022-01-09;FBQG;468685.2261211302;3580188.9957484175;5240248.967941336
2022-01-09;ZAXI;420134.56110819994;3513286.301193222;5289055.828755148
2022-01-09;UJEZ;455545.0334942108;3538075.624067205;5269715.4553446695
2022-01-09;XAVO;436623.48067371116;3500983.941413038;5295834.148266497
2022-01-09;MHAS;461325.93508407875;3511664.23642927;5286702.581169821
2022-01-09;UWHL;426577.39599844255;3594183.5090790167;5234262.233336515
2022-01-09;ZCQU;402646.67236830643;3522685.5818129866;5284206.283794485
2022-01-16;NSK1;436462.997027897;3547037.8820764227;5265322.602819036
2022-01-16;SHIB;415449.6241946449;3556400.988576502;5260732.100252764
2022-01-16;WQEC;420755.6604713025;3531806.7360655866;5276770.273488982
2022-01-16;FDYA;435995.83958010725;3564670.9605573434;5253500.484378926
2022-01-16;ZCSV;441661.4450496013;3524582.6312429532;5279841.913907154
2022-01-16;BILA;456197.50313145877;3564629.2092807954;5251822.893435121
2022-01-16;MFPF;439581.91502330423;3581121.82854656;5242107.398909708
2022-01-16;GTES;413119.1804511065;3581469.5986043094;5243984.646425419
