Date;Station;X;Y;Z
2022-01-02;NSK1;436463.0026599212;3547037.885964695;5265322.607548257
2022-01-02;KIGF;411711.5156109501;3559059.377571443;5259214.139245473
2022-01-02;TGZL;429970.97679156315;3569346.945821811;5250866.206499766
2022-01-02;QEQP;406348.74750052317;3581241.2594729513;5244683.25500828
2022-01-02;HHHL;414548.1098738478;3540244.467430958;5271594.915455133
2022-01-02;NPXK;424833.1996784038;3590980.999826044;5236598.9515692415
2022-01-02;QDPO;451196.2322267373;3560913.040316635;5254764.465317575
2022-01-02;EOIF;427232.8287782599;3526783.9624204068;5279576.768330205
2022-01-02;WPBB;406674.2931039639;3519881.171281219;5285744.941126344
2022-01-02;YSXV;409367.54107042035;3602220.3963429504;5230146.3846724685
2022-01-02;QEMH;433543.4968480787;3508707.9001056924;5291032.52925742
2022-01-02;WSEI;466084.2989083237;3547626.2824059133;5262417.7447053045
2022-01-02;NLGE;478613.4598019311;3563250.0434506885;5250792.22033409
2022-01-02;VHIM;458499.8838075764;3530245.086280918;5274668.1875462085
2022-01-02;FPAI;436050.09572171554;3610725.640283017;5222152.483628178
2022-01-02;CRBN;457789.72599552246;3511757.314848105;5286961.70552379
2022-01-02;OION;454126.7146084564;3493962.371047008;5298966.386024417
2022-01-02;OUID;430841.46729423397;3489109.401699353;5304110.093454364
2022-01-02;BEQV;393710.4727395177;3544517.1006690376;5270366.328094477
2022-01-02;NJBK;414836.83989425236;3499700.739071808;5298404.88535868
2022-01-09;NSK1;436462.9926251006;3547037.876810151;5265322.597917898
2022-01-09;KIGF;411711.5108283275;3559059.373669097;5259214.134867311
2022-01-09;TGZL;429970.9740718682;3569346.9439823925;5250866.204184532
2022-01-09;QEQP;406348.7493303017;3581241.262183007;5244683.25724252
2022-01-09;HHHL;414548.11078166624;3540244.469219053;5271594.916767413
2022-01-09;NPXK;424833.19432888797;3590980.9953568047;5236598.946624188
2022-01-09;QDPO;451196.2266554275;3560913.0356256017;5254764.460150726
2022-01-09;EOIF;427232.8281767283;3526783.9626991516;5279576.7681331355
2022-01-09;WPBB;406674.28813772567;3519881.1671952577;5285744.936564567
2022-01-09;YSXV;409367.53774692916;3602220.393899736;5230146.381753438
2022-01-09;QEMH;433543.49334046897;3508707.8974783593;5291032.526154272
2022-01-09;WSEI;466084.29638886085;3547626.280766727;5262417.7425903035
2022-01-09;NLGE;478613.46074124094;3563250.045270275;5250792.221677862
2022-01-09;VHIM;458499.8827149495;3530245.0860685683;5274668.186858043
2022-01-09;FPAI;436050.0997864557;3610725.645228034;5222152.48809738
2022-01-09;CRBN;457789.7189930455;3511757.3087259047;5286961.698925775
2022-01-09;OION;454126.711781278;3493962.369100106;5298966.383601701
2022-01-09;OUID;430841.46737085446;3489109.40265625;5304110.093935446
2022-01-09;BEQV;393710.4748611799;3544517.103670976;5270366.330620601
2022-01-09;NJBK;414836.8440511189;3499700.744108951;5298404.889920008
2022-01-16;NSK1;436462.9948407933;3547037.879889319;5265322.600631932
2022-01-16;KIGF;411711.51494660956;3559059.3786508543;5259214.139483935
2022-01-16;TGZL;429970.9758312881;3569346.946605288;5250866.206442294
2022-01-16;QEQP;406348.749795181;3581241.263511361;5244683.258205742
2022-01-16;HHHL;414548.1098237751;3540244.469124637;5271594.916307863
2022-01-16;NPXK;424833.19693652506;3590980.998827917;5236598.949730166
2022-01-16;QDPO;451196.2300005869;3560913.0398342363;5254764.463994227
2022-01-16;EOIF;427232.8299613375;3526783.965347236;5279576.770416086
2022-01-16;WPBB;406674.29224882595;3519881.172169833;5285744.941174009
2022-01-16;YSXV;409367.5403653991;3602220.397381681;5230146.38487025
2022-01-16;QEMH;433543.497370811;3508707.9023721768;5291032.530682955
