Date;Station;X;Y;Z
2022-01-02;NSK1;436463.00003215123;3547037.883336925;5265322.604920487
2022-01-02;ZJIE;415857.90126200893;3552028.7218121365;5263643.058521459
2022-01-02;KNGJ;432165.1273286066;3565566.556570887;5253237.316168652
2022-01-02;OPTU;411246.4039643882;3568957.947350463;5252631.459232805
2022-01-02;CMRN;422338.5395307692;3586740.059088134;5239706.787024447
2022-01-09;NSK1;436462.9982006489;3547037.882385699;5265322.6034934465
2022-01-09;ZJIE;415857.90200769686;3552028.723438101;5263643.059671609
2022-01-09;KNGJ;432165.1282305694;3565566.5583531265;5253237.317475077
2022-01-09;OPTU;411246.40156521025;3568957.945831562;5252631.457238088
2022-01-09;CMRN;422338.54043976346;3586740.060877405;5239706.788337903
2022-01-16;NSK1;436462.9986764317;3547037.8837249572;5265322.604467571
2022-01-16;ZJIE;415857.9040419142;3552028.7263357937;5263643.062204167
2022-01-16;KNGJ;432165.12839956366;3565566.5593855963;5253237.318142412
2022-01-16;OPTU;411246.40238204494;3568957.947511872;5252631.458553265
2022-01-16;CMRN;422338.5377472269;3586740.059048344;5239706.786143707
2022-01-23;NSK1;436462.99600291136;3547037.8818856254;5265322.602380363
2022-01-23;ZJIE;415857.9014765874;3552028.7246046555;5263643.060225153
2022-01-23;KNGJ;432165.1228542359;3565566.554674457;5253237.313183398
2022-01-23;OPTU;411246.40030105115;3568957.9462650665;5252631.457058584
2022-01-23;CMRN;422338.5359921165;3586740.058127422;5239706.78497491
2022-01-30;NSK1;436462.9939355951;3547037.8806142835;5265322.600981479
2022-01-30;ZJIE;415857.89844156214;3552028.7223656042;5263643.057858559
2022-01-30;KNGJ;432165.12310351926;3565566.5557197146;5253237.314101112
2022-01-30;OPTU;411246.3973578063;3568957.944117796;5252631.45478377
2022-01-30;CMRN;422338.5355647544;3586740.0584960342;5239706.785215979
2022-02-06;NSK1;436462.9985205914;3547037.885952154;5265322.606311648
2022-02-06;ZJIE;415857.90245287906;3552028.7271297956;5263643.06261505
2022-02-06;KNGJ;432165.1284363977;3565566.561805467;5253237.320179164
2022-02-06;OPTU;411246.3969939637;3568957.9445068273;5252631.455165102
2022-02-06;CMRN;422338.537482009;3586740.061166163;5239706.787878408
2022-02-13;NSK1;436462.99590418953;3547037.884044895;5265322.604512597
2022-02-13;ZJIE;415857.89700686303;3552028.7223929223;5263643.057986385
2022-02-13;KNGJ;432165.122752261;3565566.5568304732;5253237.315312379
2022-02-13;OPTU;411246.39534834085;3568957.9435703475;5252631.4543368295
2022-02-13;CMRN;422338.5387045527;3586740.0630978495;5239706.789918303
2022-02-20;NSK1;436462.99683493574;3547037.885644627;5265322.606329306
2022-02-20;ZJIE;415857.8947511045;3552028.7208061493;5263643.056616589
2022-02-20;KNGJ;432165.1216992432;3565566.5564464414;5253237.315145323
2022-02-20;OPTU;411246.39592813444;3568957.9448191267;5252631.455802586
2022-02-20;CMRN;422338.53590918396;3586740.0609714664;5239706.788008897
2022-02-27;NSK1;436462.9950749375;3547037.8845209107;5265322.605521385
2022-02-27;ZJIE;415857.8991944766;3552028.7258858033;5263643.062012038
2022-02-27;KNGJ;432165.12601001584;3565566.5613934956;5253237.320408173
2022-02-27;OPTU;411246.3961796182;3568957.9457068923;5252631.457006147
2022-02-27;CMRN;422338.53580020135;3586740.061498766;5239706.78885199
2022-03-06;NSK1;436462.9966889912;3547037.8867493067;5265322.608152134
2022-03-06;ZJIE;415857.89697436267;3552028.7242800323;5263643.06080862
2022-03-06;KNGJ;432165.124227818;3565566.5602256404;5253237.319642671
2022-03-06;OPTU;411246.3939344522;3568957.944076069;5252631.455777677
2022-03-06;CMRN;422338.53354205965;3586740.0598549666;5239706.787610545
2022-03-13;NSK1;436462.99095297314;3547037.881618979;5265322.603496732
2022-03-13;ZJIE;415857.8972154929;3552028.7251268523;5263643.062130366
2022-03-13;KNGJ;432165.1199191297;3565566.5565226423;5253237.316414599
2022-03-13;OPTU;411246.39137583465;3568957.9421231416;5252631.454299675
2022-03-13;CMRN;422338.53035450215;3586740.057273099;5239706.7855036035
2022-03-20;NSK1;436462.98855817545;3547037.8798360853;5265322.602246261
2022-03-20;ZJIE;415857.8936661072;3552028.7221893705;5263643.059725307
2022-03-20;KNGJ;432165.1209108884;3565566.558126305;5253237.318550684
2022-03-20;OPTU;411246.39509491523;3568957.946454126;5252631.459163082
2022-03-20;CMRN;422338.5361565942;3586740.063687095;5239706.792450022
2022-03-27;NSK1;436462.99466293846;3547037.886574351;5265322.609558932
2022-03-27;ZJIE;415857.8953734209;3552028.7245301874;5263643.062640528
2022-03-27;KNGJ;432165.11862492;3565566.5564738396;5253237.317472623
2022-03-27;OPTU;411246.39140766533;3568957.9434003793;5252631.45668374
2022-03-27;CMRN;422338.5326930246;3586740.0608570287;5239706.79019436
2022-04-03;NSK1;436462.99054434465;3547037.8831256665;5265322.606711325
2022-04-03;ZJIE;415857.8913159032;3552028.721142579;5263643.059853998
2022-04-03;KNGJ;432165.119988842;3565566.5585076706;5253237.320107532
2022-04-03;OPTU;411246.3934628657;3568957.9461254887;5252631.460009927
2022-04-03;CMRN;422338.5358237905;3586740.0646577035;5239706.794596112
2022-04-10;NSK1;436462.9926001377;3547037.8859009263;5265322.610099817
2022-04-10;ZJIE;415857.8994861618;3552028.7300323043;5263643.069356956
2022-04-10;KNGJ;432165.12199097703;3565566.5612292727;5253237.323442366
2022-04-10;OPTU;411246.3959908409;3568957.949372931;5252631.463870601
2022-04-10;CMRN;422338.53241508227;3586740.061968462;5239706.792520103
2022-04-17;NSK1;436462.99316318455;3547037.8872435098;5265322.612054561
2022-04-17;ZJIE;415857.89593448;3552028.727260159;5263643.067196971
2022-04-17;KNGJ;432165.1192309638;3565566.5592487957;5253237.32207405
2022-04-17;OPTU;411246.39419003716;3568957.9483516635;5252631.463461495
2022-04-17;CMRN;422338.5316057025;3586740.061938619;5239706.793102421
2022-04-24;NSK1;436462.9889492147;3547037.8838761817;5265322.609286798
2022-04-24;ZJIE;415857.8945106461;3552028.726682967;5263643.067219343
2022-04-24;KNGJ;432165.11558008293;3565566.556444557;5253237.319869376
2022-04-24;OPTU;411246.3886586279;3568957.9436668963;5252631.459376292
2022-04-24;CMRN;422338.52704116865;3586740.058220727;5239706.789984094
2022-05-01;NSK1;436462.98799148254;3547037.8838351215;5265322.60982316
2022-05-01;ZJIE;415857.8898039377;3552028.7228929307;5263643.064006729
2022-05-01;KNGJ;432165.1130660638;3565566.5548472097;5253237.318849451
2022-05-01;OPTU;411246.3898488589;3568957.945773799;5252631.462060617
2022-05-01;CMRN;422338.52597592917;3586740.0580721595;5239706.7904129485
2022-05-08;NSK1;436462.98845340766;3547037.88528217;5265322.611818067
2022-05-08;ZJIE;415857.89193182526;3552028.7260059416;5263643.067667598
2022-05-08;KNGJ;432165.11903706845;3565566.5618033377;5253237.326353437
2022-05-08;OPTU;411246.38800563494;3568957.9449156984;5252631.461750375
2022-05-08;CMRN;422338.5301838489;3586740.0632652026;5239706.79615385
2022-05-15;NSK1;436462.9867609016;3547037.884637032;5265322.61168594
2022-05-15;ZJIE;415857.89319706016;3552028.7283185446;5263643.070493213
2022-05-15;KNGJ;432165.1195057409;3565566.5633193785;5253237.328382489
2022-05-15;OPTU;411246.39093626704;3568957.948893699;5252631.466241387
2022-05-15;CMRN;422338.5280058217;3586740.0621345434;5239706.795536202
2022-05-22;NSK1;436462.9912111508;3547037.890186216;5265322.61771002
2022-05-22;ZJIE;415857.8912222698;3552028.727442689;5263643.070092254
2022-05-22;KNGJ;432165.1213212496;3565566.5662338217;5253237.331771829
2022-05-22;OPTU;411246.39473630866;3568957.953792675;5252631.47161526
2022-05-22;CMRN;422338.53206513054;3586740.067292787;5239706.801169342
2022-05-29;NSK1;436462.99035931414;3547037.8904701546;5265322.618429256
2022-05-29;ZJIE;415857.894373543;3552028.731729737;5263643.074814598
2022-05-29;KNGJ;432165.11868466914;3565566.5647330163;5253237.33070632
2022-05-29;OPTU;411246.393282119;3568957.9534742604;5252631.471732141
2022-05-29;CMRN;422338.5297984881;3586740.06616192;5239706.800473771
2022-06-05;NSK1;436462.9908878113;3547037.8921531714;5265322.6205079295
2022-06-05;ZJIE;415857.8983473672;3552028.736858081;5263643.0803386
2022-06-05;KNGJ;432165.1235509438;3565566.570753811;5253237.337122772
2022-06-05;OPTU;411246.39828169136;3568957.9596283524;5252631.478281891
2022-06-05;CMRN;422338.53800831275;3586740.075526264;5239706.810233773
2022-06-12;NSK1;436462.9924459331;3547037.894863983;5265322.623575766
2022-06-12;ZJIE;415857.89451632707;3552028.734179731;5263643.078017274
2022-06-12;KNGJ;432165.12019047205;3565566.568546029;5253237.335272014
2022-06-12;OPTU;411246.3932753367;3568957.9557746877;5252631.474785251
2022-06-12;CMRN;422338.53099574125;3586740.0696663824;5239706.804730915
2022-06-19;NSK1;436462.9920711251;3547037.8956180373;5265322.624649807
2022-06-19;ZJIE;415857.8935027195;3552028.7342949854;5263643.078452515
2022-06-19;KNGJ;432165.12237020145;3565566.5718546202;5253237.338900593
2022-06-19;OPTU;411246.3956645591;3568957.959292772;5252631.478623322
2022-06-19;CMRN;422338.5362004405;3586740.075999944;5239706.811384465
2022-06-26;NSK1;436462.9906621041;3547037.8952917904;5265322.624608248
2022-06-26;ZJIE;415857.895069253;3552028.7369442927;5263643.08138651
2022-06-26;KNGJ;432165.11931213347;3565566.5698793265;5253237.3372099865
2022-06-26;OPTU;411246.3936570729;3568957.95836806;5252631.477983297
2022-06-26;CMRN;422338.5292366746;3586740.070118952;5239706.805788159
2022-07-03;NSK1;436462.98931345734;3547037.8949585017;5265322.624525784
2022-07-03;ZJIE;415857.89098670095;3552028.733877099;5263643.078570141
2022-07-03;KNGJ;432165.1183347253;3565566.5699172765;5253237.337498762
2022-07-03;OPTU;411246.39006613323;3568957.9557924783;5252631.475658541
2022-07-03;CMRN;422338.52471769403;3586740.0666153296;5239706.802535363
2022-07-10;NSK1;436462.984184732;3547037.890758501;5265322.620543495
2022-07-10;ZJIE;415857.89024345827;3552028.734062581;5263643.078973335
2022-07-10;KNGJ;432165.1174361368;3565566.5699474127;5253237.33774661
2022-07-10;OPTU;411246.3898424352;3568957.956497505;5252631.476581279
2022-07-10;CMRN;422338.5313594171;3586740.074185777;5239706.810323522
2022-07-17;NSK1;436462.992159456;3547037.8995592776;5265322.629528633
2022-07-17;ZJIE;415857.89343108976;3552028.738076265;5263643.083171382
2022-07-17;KNGJ;432165.1210758438;3565566.5744131724;5253237.342396731
2022-07-17;OPTU;411246.3922517202;3568957.959732843;5252631.480000978
2022-07-17;CMRN;422338.52992187504;3586740.073574288;5239706.809896395
2022-07-24;NSK1;436462.9871522489;3547037.895263511;5265322.625382441
2022-07-24;ZJIE;415857.89188467123;3552028.7372412873;5263643.082485978
2022-07-24;KNGJ;432165.1164392133;3565566.5704879826;5253237.338621115
2022-07-24;OPTU;411246.3891855133;3568957.957378077;5252631.477795786
2022-07-24;CMRN;422338.5240461799;3586740.068410034;5239706.804881714
2022-07-31;NSK1;436462.986991033;3547037.895691987;5265322.625922982
2022-07-31;ZJIE;415857.8877482714;3552028.733694579;5263643.079051334
2022-07-31;KNGJ;432165.1156028631;3565566.570241324;5253237.3384865215
2022-07-31;OPTU;411246.38773015403;3568957.9565124093;5252631.477042184
2022-07-31;CMRN;422338.5241975374;3586740.0691510825;5239706.805734828
2022-08-07;NSK1;436462.98509896226;3547037.8942659805;5265322.62456755
2022-08-07;ZJIE;415857.8916697569;3552028.7380821286;5263643.083509458
2022-08-07;KNGJ;432165.1142726398;3565566.569377165;5253237.337692937
2022-08-07;OPTU;411246.3877171354;3568957.9569654544;5252631.477565804
2022-08-07;CMRN;422338.52631206124;3586740.0717316708;5239706.808385991
2022-08-14;NSK1;436462.98196799995;3547037.8914810065;5265322.62180658
2022-08-14;ZJIE;415857.889076829;3552028.735835189;5263643.081286523
2022-08-14;KNGJ;432165.11380528286;3565566.5692557963;5253237.337595572
2022-08-14;OPTU;411246.38869364676;3568957.9582879543;5252631.478912307
2022-08-14;CMRN;422338.52411302255;3586740.06987862;5239706.806556944
2022-08-21;NSK1;436462.98784900625;3547037.8975967946;5265322.627893893
2022-08-21;ZJIE;415857.890472241;3552028.737465383;5263643.082888242
2022-08-21;KNGJ;432165.120745368;3565566.576430663;5253237.344741965
2022-08-21;OPTU;411246.38685906486;3568957.956688154;5252631.477284033
2022-08-21;CMRN;422338.53483291436;3586740.0808332935;5239706.817483143
