Date;Station;X;Y;Z
2022-01-02;NSK1;436462.99984525674;3547037.8831500304;5265322.604733593
2022-01-02;GCHB;457753.93119848624;3535504.1908235704;5271258.701411505
2022-01-02;BWFO;455030.7357720901;3554240.3069873615;5258953.676671487
2022-01-02;FBWZ;433728.01026645274;3530362.1310010157;5276675.914821673
2022-01-02;MWKT;411258.9463202285;3535099.689584101;5275303.39869472
2022-01-02;JLCA;412657.95255603734;3516200.507719498;5287715.670999149
2022-01-02;VBSA;434554.57961312076;3513196.540769736;5287971.189841011
2022-01-02;HCEC;458027.93614629656;3512361.0250116754;5286563.993360784
2022-01-02;NMLC;415542.7446610557;3556352.5750844395;5260738.026631239
2022-01-02;NWHG;434603.1171120163;3571514.913777592;5249038.618593522
2022-01-02;OQNY;408306.2635905349;3572378.6557748024;5250520.188622148
2022-01-02;FKKM;417955.40142853686;3590188.4561102223;5237705.016857451
2022-01-02;IMLW;447029.70577108;3589021.8110556398;5236094.500562057
2022-01-02;KMCA;468002.27044715337;3572213.424207072;5245700.786302874
2022-01-02;KHDI;471826.1953708007;3588650.2157206917;5234210.353953291
2022-01-09;NSK1;436462.9999659876;3547037.884151038;5265322.605258785
2022-01-09;GCHB;457753.9335665894;3535504.1940719504;5271258.70418407
2022-01-09;BWFO;455030.73801781714;3554240.3101133653;5258953.6793216765
2022-01-09;FBWZ;433728.0126752867;3530362.134290126;5276675.917634969
2022-01-09;MWKT;411258.948419811;3535099.69256396;5275303.401198764
2022-01-09;JLCA;412657.9649683098;3516200.5210120473;5287715.683815883
2022-01-09;VBSA;434554.5826127993;3513196.5446496913;5287971.19324515
2022-01-09;HCEC;458027.94116524886;3512361.0309109045;5286563.998784198
2022-01-09;NMLC;415542.74903865746;3556352.580342318;5260738.031413303
2022-01-09;NWHG;434603.11637254996;3571514.9139184025;5249038.618258517
2022-01-09;OQNY;408306.26322136703;3572378.6562859113;5250520.188657441
2022-01-09;FKKM;417955.3989174759;3590188.4544794383;5237705.014750851
2022-01-09;IMLW;447029.7021483637;3589021.8083132003;5236094.497343803
2022-01-09;KMCA;468002.2658493887;3572213.420489584;5245700.782109571
2022-01-09;KHDI;471826.19444125076;3588650.2156714182;5234210.353428203
2022-01-16;NSK1;436462.99811952125;3547037.883168047;5265322.60391066
2022-01-16;GCHB;457753.926941029;3535504.1883098655;5271258.6980568515
2022-01-16;BWFO;455030.7366334948;3554240.309592518;5258953.678435695
2022-01-16;FBWZ;433728.01149585313;3530362.133974168;5276675.916953877
2022-01-16;MWKT;411258.94050698495;3535099.6855146093;5275303.39378428
2022-01-16;JLCA;412657.95344807307;3516200.510355286;5287715.672793987
2022-01-16;VBSA;434554.5746819304;3513196.5375822973;5287971.185812623
2022-01-16;HCEC;458027.93401533173;3512361.0246244627;5286563.992132623
2022-01-16;NMLC;415542.7441515064;3556352.576318642;5260738.027024493
2022-01-16;NWHG;434603.11714745034;3571514.915556778;5249038.619531759
2022-01-16;OQNY;408306.26131933695;3572378.6552473563;5250520.187253753
2022-01-16;FKKM;417955.3986514783;3590188.4550769157;5237705.014983196
2022-01-16;IMLW;447029.70182849525;3589021.808856807;5236094.497522275
2022-01-16;KMCA;468002.2669676736;3572213.4224713445;5245700.783726197
2022-01-16;KHDI;471826.1979266028;3588650.2200202458;5234210.357411896
2022-01-23;NSK1;436462.99681504123;3547037.8826977555;5265322.603192493
2022-01-23;GCHB;457753.927992846;3535504.1901958706;5271258.699694982
2022-01-23;BWFO;455030.7375729465;3554240.3113661585;5258953.679961461
2022-01-23;FBWZ;433728.0115438079;3530362.134856311;5276675.917588145
2022-01-23;MWKT;411258.94740087405;3535099.6932426873;5275303.401264482
2022-01-23;JLCA;412657.95879112155;3516200.516532523;5287715.678723349
2022-01-23;VBSA;434554.5792107029;3513196.542945259;5287971.1909277085
2022-01-23;HCEC;458027.93847086397;3512361.0299141835;5286563.997174468
2022-01-23;NMLC;415542.74634559965;3556352.579346924;5260738.029804899
2022-01-23;NWHG;434603.1160568716;3571514.915300388;5249038.6190274935
2022-01-23;OQNY;408306.26335051213;3572378.65811272;5250520.189871241
2022-01-23;FKKM;417955.4036459747;3590188.460905601;5237705.020564006
2022-01-23;IMLW;447029.70459251833;3589021.8124550185;5236094.500872612
2022-01-23;KMCA;468002.2688383082;3572213.4251761674;5245700.786183145
2022-01-23;KHDI;471826.19464748504;3588650.2175753163;5234210.354719091
2022-01-30;NSK1;436462.9978883772;3547037.8845670656;5265322.60493426
2022-01-30;GCHB;457753.927579184;3535504.190578183;5271258.699949751
2022-01-30;BWFO;455030.73454033176;3554240.309129518;5258953.677597277
