Date;Station;X;Y;Z
2022-01-02;NSK1;436462.999042136;3547037.8823469095;5265322.603930471
2022-01-02;ACMS;454375.8672664203;3555055.792283688;5258427.24237469
2022-01-02;DKWP;451718.57069107366;3531679.955418281;5274294.360113531
2022-01-02;PDMJ;425034.8733767396;3532765.349026303;5275763.406994334
2022-01-02;BPJO;442981.96882348496;3515304.611842826;5285854.538115955
2022-01-02;AAMY;463321.0392066353;3516777.956046848;5283198.742797208
2022-01-02;SBLC;410113.47240640473;3551841.23563376;5264194.754633274
2022-01-02;PPYL;453191.48682151217;3499048.6188895223;5295742.947852059
2022-01-02;WJXT;429156.82005458546;3563185.0712912804;5255094.172229543
2022-01-02;HOAF;448687.8842710711;3577847.2219006177;5243557.503770641
2022-01-02;VSAN;423363.1651318658;3502058.5504486896;5296206.46385211
2022-01-02;DSSD;427221.9355833585;3584192.6511782855;5241003.868068686
2022-01-02;CMOA;404641.67091945;3517397.509083882;5287550.475463106
2022-01-02;IZLY;469662.53660803626;3570939.9057485946;5246373.005261869
2022-01-02;UOGR;467788.8546926198;3588274.4893000037;5234834.942724254
2022-01-09;NSK1;436462.9965773787;3547037.880762429;5265322.601870176
2022-01-09;ACMS;454375.86657843064;3555055.7924759756;5258427.242091162
2022-01-09;DKWP;451718.5690460726;3531679.9546535565;5274294.358872992
2022-01-09;PDMJ;425034.87452161586;3532765.351051456;5275763.408543672
2022-01-09;BPJO;442981.96662439907;3515304.610524017;5285854.536321331
2022-01-09;AAMY;463321.0368900051;3516777.9546104944;5283198.74088504
2022-01-09;SBLC;410113.4705655395;3551841.234673172;5264194.75319687
2022-01-09;PPYL;453191.4868936108;3499048.619841898;5295742.94832862
2022-01-09;WJXT;429156.82050633366;3563185.072623305;5255094.173085754
2022-01-09;HOAF;448687.8885434834;3577847.2270533065;5243557.508447515
2022-01-09;VSAN;423363.1655323576;3502058.5517294584;5296206.464657064
2022-01-09;DSSD;427221.9356056741;3584192.6520808777;5241003.868495463
2022-01-09;CMOA;404641.67192648567;3517397.510971194;5287550.476874604
2022-01-09;IZLY;469662.5428867621;3570939.912907597;5246373.011945057
2022-01-09;UOGR;467788.8544174954;3588274.489905156;5234834.942853591
2022-01-16;NSK1;436462.9954200108;3547037.8804685366;5265322.601211149
2022-01-16;ACMS;454375.86990759114;3555055.7966686115;5258427.245918664
2022-01-16;DKWP;451718.5751912313;3531679.9616621905;5274294.365516492
2022-01-16;PDMJ;425034.87576604803;3532765.3531593634;5275763.410286446
2022-01-16;BPJO;442981.9659920032;3515304.6107550967;5285854.536187276
2022-01-16;AAMY;463321.0371150946;3516777.955699059;5283198.741608471
2022-01-16;SBLC;410113.4746076619;3551841.2395787695;5264194.757737334
2022-01-16;PPYL;453191.4904383863;3499048.6242501484;5295742.952371737
2022-01-16;WJXT;429156.8214165484;3563185.0743969954;5255094.174494309
2022-01-16;HOAF;448687.8851341985;3577847.224507497;5243557.505536571
2022-01-16;VSAN;423363.1636439071;3502058.550704483;5296206.463266955
2022-01-16;DSSD;427221.932799852;3584192.650138531;5241003.866187982
2022-01-16;CMOA;404641.66839162895;3517397.5082998127;5287550.473838088
2022-01-16;IZLY;469662.5397195499;3570939.9106038604;5246373.009276185
2022-01-16;UOGR;467788.8522352218;3588274.488586358;5234834.94116966
2022-01-23;NSK1;436462.9948855262;3547037.8807682404;5265322.601262978
2022-01-23;ACMS;454375.8659262359;3555055.7935214443;5258427.242523623
2022-01-23;DKWP;451718.56995533756;3531679.9572604853;5274294.360866912
2022-01-23;PDMJ;425034.8752081287;3532765.3534356323;5275763.41031484
2022-01-23;BPJO;442981.9685737966;3515304.6141710784;5285854.539355383
2022-01-23;AAMY;463321.03973690653;3516777.95915506;5283198.744816596
2022-01-23;SBLC;410113.4767310798;3551841.2425363758;5264194.760447065
2022-01-23;PPYL;453191.4901923778;3499048.6248383285;5295742.952712041
2022-01-23;WJXT;429156.8230050603;3563185.0768196955;5255094.176669135
2022-01-23;HOAF;448687.88825951854;3577847.228467006;5243557.5092482045
